school,sex,age,address,taille_famille,parents_cohabitation,niveau_edu_mere,niveau_edu_pere,emploi_mere,emploi_pere,raison_choix_ecole,tuteur,traveltime,studytime,failures,soutien_edu_sup,soutien_fam_sup,cours_payant_sup,activities,frequente_maternelle,etu_superieur,internet,romantic,qualite_relation_fam,freetime,sorties_amis,conso_alcool_workday,conso_alcool_weekend,health,absences,G1,G2,G3,matiere
GP,F,16,U,GT3,True,college,college,services,other,reputation,mother,2,2,0,False,False,True,True,False,True,True,False,3,4,4,1,4,5,2,13,13,11,Maths
GP,M,17,U,GT3,True,lycee,lycee,other,other,reputation,father,1,2,0,False,False,False,True,False,True,True,False,4,3,4,1,4,4,4,6,5,6,Maths
GP,M,16,R,GT3,True,universite,college,teacher,services,other,mother,1,1,0,False,True,False,True,True,True,True,True,4,3,3,3,4,3,10,10,8,9,Maths
GP,M,17,U,GT3,True,universite,lycee,other,other,course,mother,1,2,0,False,True,False,True,True,True,True,True,5,2,3,1,1,2,4,10,10,11,Maths
GP,M,16,U,GT3,True,universite,lycee,teacher,other,home,mother,1,2,0,False,True,True,True,True,True,True,False,3,4,3,2,3,3,10,9,8,8,Maths
GP,M,16,U,GT3,True,lycee,lycee,services,other,home,mother,1,2,0,False,False,True,True,True,True,True,True,4,2,3,1,2,3,2,12,13,12,Maths
GP,F,17,U,GT3,True,college,universite,services,services,reputation,father,1,2,0,False,True,False,True,True,True,False,False,5,4,2,2,3,5,0,16,17,17,Maths
GP,F,17,U,LE3,True,lycee,lycee,other,other,reputation,mother,1,2,0,False,True,False,True,True,True,True,True,5,3,3,2,3,1,56,9,9,8,Maths
GP,F,16,U,GT3,True,lycee,college,other,other,reputation,mother,1,2,0,False,True,True,False,True,True,True,False,1,2,2,1,2,1,14,12,13,12,Maths
GP,M,17,U,GT3,True,lycee,lycee,services,services,other,mother,1,2,0,False,True,False,True,True,True,True,True,4,3,4,2,3,4,12,12,12,11,Maths
GP,M,16,U,GT3,True,primaire,college,services,services,other,mother,1,1,0,False,True,True,True,True,True,True,True,3,3,3,1,2,3,2,11,12,11,Maths
GP,M,16,U,LE3,True,college,primaire,other,other,course,mother,1,2,0,False,False,True,True,True,True,True,True,4,2,3,1,2,5,0,15,15,15,Maths
GP,F,17,U,GT3,False,lycee,lycee,health,other,reputation,mother,1,2,0,False,True,False,False,False,True,True,True,3,3,3,1,3,3,6,8,7,9,Maths
GP,M,17,R,GT3,True,primaire,college,at_home,other,home,mother,1,2,0,False,False,False,False,True,True,False,False,3,1,3,1,5,3,4,8,9,10,Maths
GP,F,16,U,GT3,True,college,lycee,services,services,course,mother,1,2,0,False,False,False,False,True,True,True,False,4,3,3,1,1,2,10,11,12,13,Maths
GP,F,17,U,GT3,True,primaire,primaire,at_home,services,course,mother,1,2,0,False,False,False,True,True,True,True,False,5,3,3,1,1,3,0,8,8,9,Maths
GP,M,17,U,GT3,True,primaire,college,at_home,services,other,other,2,2,0,False,False,True,True,False,True,True,False,4,4,4,4,5,5,12,7,8,8,Maths
GP,M,16,R,GT3,True,lycee,lycee,services,services,reputation,mother,1,1,0,False,True,False,True,True,True,True,False,4,3,2,3,4,5,8,8,9,10,Maths
GP,M,16,U,GT3,True,college,lycee,other,other,home,father,2,1,0,False,False,False,False,True,True,True,False,5,3,3,1,1,3,0,13,14,14,Maths
GP,F,17,U,LE3,True,college,universite,services,services,course,father,1,2,0,False,False,False,True,True,True,True,True,4,3,2,1,1,5,0,14,15,15,Maths
GP,M,17,U,GT3,True,universite,universite,services,teacher,home,mother,1,1,0,False,False,False,False,True,True,True,False,5,2,3,1,2,5,4,17,15,16,Maths
GP,M,16,R,LE3,True,lycee,lycee,teacher,other,home,father,3,1,0,False,True,True,True,True,True,True,False,3,3,4,3,5,3,8,9,9,10,Maths
GP,F,17,U,GT3,True,universite,universite,services,teacher,home,mother,2,1,1,False,True,False,False,True,True,True,False,4,2,4,2,3,2,24,18,18,18,Maths
GP,F,16,U,LE3,True,universite,universite,teacher,teacher,reputation,mother,1,2,0,False,True,True,False,True,True,True,False,4,5,2,1,2,3,0,9,9,10,Maths
GP,F,16,U,GT3,True,universite,lycee,health,other,home,mother,1,2,0,False,True,False,True,True,True,True,False,4,3,5,1,5,2,2,16,16,16,Maths
GP,F,16,U,GT3,True,college,lycee,other,other,reputation,mother,1,2,0,True,True,True,True,True,True,False,False,4,4,3,1,3,4,6,8,10,10,Maths
GP,F,17,U,GT3,True,primaire,primaire,other,other,course,mother,1,2,0,False,True,True,False,False,True,False,False,4,4,4,1,3,1,4,9,9,10,Maths
GP,F,17,R,GT3,True,college,college,other,other,reputation,mother,1,1,0,False,True,False,False,True,True,True,False,5,3,2,1,2,3,18,7,6,6,Maths
GP,F,16,R,GT3,True,college,college,services,services,reputation,mother,2,4,0,False,True,True,True,False,True,True,False,5,3,5,1,1,5,6,10,10,11,Maths
GP,F,17,U,GT3,True,lycee,universite,at_home,services,home,mother,1,3,1,False,True,True,False,True,True,True,True,4,4,3,3,4,5,28,10,9,9,Maths
GP,F,16,U,GT3,False,lycee,primaire,services,other,course,mother,1,2,3,False,True,True,False,True,True,True,False,2,3,3,2,2,4,5,7,7,7,Maths
GP,F,16,U,GT3,True,universite,lycee,teacher,other,other,mother,1,2,0,False,False,True,True,True,True,True,True,1,3,2,1,1,1,10,11,12,13,Maths
GP,F,16,U,GT3,True,primaire,primaire,at_home,other,home,mother,2,1,0,False,True,True,False,True,True,False,False,4,3,2,1,4,5,6,9,9,10,Maths
GP,F,17,R,GT3,True,universite,lycee,teacher,other,reputation,mother,2,3,0,False,True,True,True,True,True,True,True,4,4,2,1,1,4,6,7,7,7,Maths
GP,F,19,U,GT3,True,lycee,lycee,other,other,reputation,other,1,4,0,False,True,True,True,True,True,True,False,4,3,3,1,2,3,10,8,8,8,Maths
GP,M,17,U,LE3,True,universite,universite,services,other,home,mother,1,2,0,False,True,True,False,True,True,True,True,5,3,5,4,5,3,13,12,12,13,Maths
GP,F,16,U,GT3,False,college,college,other,other,reputation,mother,1,2,0,True,True,True,False,True,True,True,False,3,3,4,1,1,4,0,12,13,14,Maths
GP,M,18,U,GT3,True,college,college,services,other,home,mother,1,2,1,False,True,True,True,True,True,True,False,4,4,4,2,4,5,15,6,7,8,Maths
GP,F,17,R,LE3,True,universite,universite,services,other,other,mother,1,1,0,False,True,True,False,True,True,False,False,5,2,1,1,2,3,12,8,10,10,Maths
GP,F,17,U,LE3,True,lycee,college,other,other,reputation,mother,2,2,0,False,False,True,False,True,True,True,False,4,4,4,1,3,1,2,14,15,15,Maths
GP,F,17,U,GT3,True,universite,lycee,other,other,reputation,mother,1,2,2,False,False,True,False,True,True,True,True,3,4,5,2,4,1,22,6,6,4,Maths
GP,M,18,U,LE3,True,lycee,lycee,services,health,home,father,1,2,1,False,True,True,False,True,True,True,False,3,2,4,2,4,4,13,6,6,8,Maths
GP,F,17,U,GT3,True,college,lycee,at_home,other,home,father,2,1,0,False,True,True,False,True,True,False,False,3,3,3,1,4,3,3,7,7,8,Maths
GP,F,17,U,GT3,True,college,college,at_home,at_home,course,mother,1,3,0,False,True,True,True,True,True,True,False,4,3,3,1,1,4,4,9,10,10,Maths
GP,F,17,R,GT3,True,college,primaire,at_home,services,reputation,mother,2,2,0,False,True,False,True,True,True,True,False,4,2,5,1,2,5,2,6,6,6,Maths
GP,F,17,U,GT3,True,primaire,primaire,at_home,other,reputation,mother,1,3,1,False,True,False,True,True,True,False,True,4,3,4,1,1,5,0,6,5,0,Maths
GP,F,16,U,GT3,True,college,lycee,services,teacher,other,mother,1,2,0,True,False,False,False,True,True,True,False,2,3,1,1,1,3,2,16,16,17,Maths
GP,M,18,U,GT3,True,college,college,other,other,home,mother,2,2,0,False,True,True,False,True,True,True,False,3,3,3,5,5,4,0,12,13,13,Maths
GP,F,16,U,GT3,True,universite,universite,teacher,services,home,mother,1,3,0,False,True,False,True,False,True,True,False,5,3,2,1,1,5,0,13,13,14,Maths
GP,F,18,R,GT3,True,lycee,primaire,other,other,reputation,mother,1,2,1,False,False,False,True,True,True,True,True,5,3,3,1,1,4,16,9,8,7,Maths
GP,F,17,U,GT3,True,lycee,college,other,other,course,mother,1,2,0,False,False,False,True,False,True,True,False,5,3,4,1,3,3,10,16,15,15,Maths
GP,M,17,U,LE3,True,college,lycee,services,services,reputation,father,1,2,0,False,True,True,False,False,True,True,False,5,3,3,1,3,3,2,12,11,12,Maths
GP,M,18,U,LE3,True,college,primaire,at_home,other,course,mother,4,2,0,True,True,True,True,True,True,True,True,4,3,2,4,5,3,14,10,8,9,Maths
GP,F,17,U,GT3,False,college,primaire,other,other,course,mother,2,3,0,False,False,False,True,True,True,True,True,3,2,3,1,2,3,10,12,10,12,Maths
GP,F,17,U,LE3,True,universite,lycee,health,other,reputation,father,1,2,0,False,False,False,True,True,True,True,True,3,2,3,1,2,3,14,13,13,14,Maths
GP,M,17,R,GT3,True,college,college,other,other,course,father,2,2,0,False,True,True,True,True,True,True,False,4,5,2,1,1,1,4,11,11,11,Maths
GP,M,17,U,GT3,True,universite,universite,teacher,teacher,reputation,mother,1,2,0,True,True,False,True,True,True,True,True,4,5,5,1,3,2,14,11,9,9,Maths
GP,M,16,U,GT3,True,universite,universite,health,other,reputation,father,1,2,0,False,True,True,True,True,True,True,False,4,2,4,2,4,1,2,14,13,13,Maths
GP,M,16,U,LE3,True,primaire,primaire,other,other,home,mother,2,2,0,False,True,True,False,True,True,True,False,3,4,2,1,1,5,18,9,7,6,Maths
GP,M,16,U,GT3,True,lycee,college,at_home,other,reputation,mother,2,3,0,False,False,False,True,True,True,True,True,5,3,3,1,3,2,10,11,9,10,Maths
GP,M,17,U,LE3,True,college,college,other,other,home,father,1,2,0,False,False,True,True,False,True,True,True,4,4,2,5,5,4,4,14,13,13,Maths
GP,F,16,U,GT3,True,college,primaire,other,other,home,mother,1,1,0,False,False,False,False,True,True,True,True,4,5,2,1,1,5,20,13,12,12,Maths
GP,F,17,R,GT3,True,college,primaire,at_home,services,course,mother,3,2,0,False,False,False,True,True,True,False,False,2,1,1,1,1,3,2,13,11,11,Maths
GP,M,18,U,GT3,True,college,college,other,services,reputation,father,1,2,1,False,False,False,False,True,False,True,False,5,5,4,3,5,2,0,7,7,0,Maths
GP,M,17,U,LE3,True,universite,lycee,health,other,course,mother,2,2,0,False,False,False,True,True,True,True,True,2,5,5,1,4,5,14,12,12,12,Maths
GP,M,17,R,LE3,False,universite,universite,teacher,other,course,mother,2,2,0,False,True,True,False,True,True,True,False,3,3,3,2,3,4,2,10,11,12,Maths
GP,M,16,U,LE3,True,universite,lycee,teacher,other,course,mother,1,1,0,False,False,False,True,False,True,True,False,5,4,5,1,1,3,0,6,0,0,Maths
GP,M,16,U,GT3,True,universite,universite,services,services,course,mother,1,1,0,False,False,False,True,True,True,True,False,5,3,2,1,2,5,0,13,12,12,Maths
GP,F,18,U,GT3,True,college,primaire,other,other,course,other,2,3,0,False,True,True,False,False,True,True,True,4,4,4,1,1,3,0,7,0,0,Maths
GP,M,16,U,GT3,True,college,primaire,other,other,course,mother,3,1,0,False,False,False,False,True,True,True,False,4,3,3,1,1,4,6,18,18,18,Maths
GP,M,17,U,GT3,True,college,lycee,other,other,course,father,2,1,0,False,False,False,False,True,True,True,False,5,2,2,1,1,2,4,12,12,13,Maths
GP,M,22,U,GT3,True,lycee,primaire,services,services,other,mother,1,1,3,False,False,False,False,False,False,True,True,5,4,5,5,5,1,16,6,8,8,Maths
GP,M,18,R,LE3,True,lycee,lycee,other,services,course,mother,1,2,1,False,True,False,False,True,True,True,True,4,3,3,1,3,5,8,3,5,5,Maths
GP,M,16,U,GT3,True,aucun,college,other,other,other,mother,1,1,0,False,False,True,False,False,True,True,False,4,3,2,2,4,5,0,13,15,15,Maths
GP,M,18,U,GT3,True,lycee,college,services,other,course,mother,2,1,1,False,False,False,False,True,False,True,False,4,4,5,2,4,5,0,6,8,8,Maths
GP,M,16,U,GT3,True,lycee,lycee,at_home,other,reputation,other,3,2,0,True,True,False,False,False,True,True,False,5,3,3,1,3,2,6,7,10,10,Maths
GP,M,18,U,GT3,True,college,primaire,services,services,other,mother,1,1,1,False,False,False,False,False,False,True,False,3,2,5,2,5,5,4,6,9,8,Maths
GP,M,16,R,GT3,True,college,primaire,other,other,course,mother,2,1,0,False,False,False,True,False,True,False,False,3,3,2,1,3,3,0,8,9,8,Maths
GP,M,17,R,GT3,True,college,primaire,other,other,course,mother,1,1,0,False,False,False,False,False,True,True,False,4,4,2,2,4,5,0,8,12,12,Maths
GP,M,17,U,LE3,True,primaire,primaire,health,other,course,mother,2,1,1,False,True,False,True,True,True,True,False,4,4,4,1,2,5,2,7,9,8,Maths
GP,F,17,U,LE3,True,universite,college,teacher,services,reputation,mother,1,4,0,False,True,True,True,True,True,True,False,4,2,3,1,1,4,6,14,12,13,Maths
GP,M,19,U,LE3,False,universite,lycee,services,at_home,reputation,mother,1,2,0,False,True,False,False,True,True,True,False,4,3,1,1,1,1,12,11,11,11,Maths
GP,M,18,U,GT3,True,college,primaire,other,other,home,mother,1,2,0,False,False,False,True,True,True,True,False,5,2,4,1,2,4,8,15,14,14,Maths
GP,F,17,U,LE3,True,college,college,services,services,course,father,1,4,0,False,False,True,True,True,True,True,True,3,4,1,1,1,2,0,10,9,0,Maths
GP,F,18,U,GT3,True,universite,lycee,services,other,home,father,1,2,0,False,True,True,False,True,True,True,True,3,1,2,1,3,2,21,17,18,18,Maths
GP,M,18,U,GT3,True,universite,lycee,teacher,other,course,mother,1,2,0,False,True,True,False,False,True,True,False,4,3,2,1,1,3,2,8,8,8,Maths
GP,M,18,R,GT3,True,lycee,college,other,other,course,mother,1,3,0,False,False,False,True,False,True,False,False,5,3,2,1,1,3,1,13,12,12,Maths
GP,F,17,U,GT3,True,lycee,lycee,other,other,home,mother,1,3,0,False,False,False,True,False,True,False,False,3,2,3,1,1,4,4,10,9,9,Maths
GP,F,18,U,GT3,True,college,college,at_home,services,home,mother,1,3,0,False,True,True,True,True,True,True,True,4,3,3,1,1,3,0,9,10,0,Maths
GP,M,18,R,LE3,False,lycee,universite,other,other,reputation,mother,2,2,0,False,True,True,True,True,True,True,False,4,2,5,3,4,1,13,17,17,17,Maths
GP,M,17,U,GT3,True,lycee,primaire,services,other,other,mother,1,2,0,False,False,True,True,True,True,True,True,5,4,4,3,4,5,2,9,9,10,Maths
GP,F,18,R,GT3,True,universite,universite,teacher,other,reputation,mother,2,2,0,False,False,True,True,True,True,True,False,4,3,4,2,2,4,8,12,10,11,Maths
GP,M,18,U,GT3,True,universite,college,health,other,reputation,father,1,2,0,False,True,True,True,True,True,True,True,5,4,5,1,3,5,10,10,9,10,Maths
GP,F,18,R,GT3,True,college,primaire,other,other,reputation,mother,2,2,0,False,True,False,False,True,False,True,True,4,3,5,1,2,3,0,6,0,0,Maths
GP,F,19,U,GT3,True,lycee,lycee,other,services,home,other,1,2,2,False,True,True,True,True,True,True,False,4,3,5,3,3,5,15,9,9,9,Maths
GP,F,18,U,GT3,True,college,lycee,other,services,reputation,father,1,4,0,False,True,True,True,True,True,True,True,4,5,5,1,3,2,4,15,14,14,Maths
GP,F,18,U,LE3,True,primaire,primaire,other,other,home,mother,2,2,0,False,True,True,False,False,True,False,False,4,4,3,1,1,3,2,11,11,11,Maths
GP,M,17,R,GT3,True,primaire,college,at_home,at_home,home,mother,1,2,0,False,True,True,True,False,True,False,True,3,5,2,2,2,1,2,15,14,14,Maths
GP,F,17,U,GT3,True,college,universite,at_home,health,reputation,mother,2,2,0,False,True,True,False,True,True,True,True,4,3,3,1,1,1,2,10,10,10,Maths
GP,F,17,U,LE3,True,college,college,services,other,course,mother,2,2,0,True,True,True,False,True,True,True,True,4,4,4,2,3,5,6,12,12,12,Maths
GP,F,18,R,GT3,False,lycee,college,other,services,home,mother,2,2,0,False,False,False,False,False,False,True,True,4,1,1,1,1,5,75,10,9,9,Maths
GP,M,18,U,GT3,True,universite,universite,teacher,services,home,mother,2,1,0,False,False,True,True,True,True,True,False,3,2,4,1,4,3,22,9,9,9,Maths
GP,F,18,U,GT3,True,universite,universite,health,health,reputation,father,1,2,1,True,True,False,True,True,True,True,True,2,4,4,1,1,4,15,9,8,8,Maths
GP,M,18,U,LE3,True,universite,lycee,teacher,services,course,mother,2,1,0,False,False,True,True,True,True,True,False,4,2,3,1,2,1,8,10,11,10,Maths
GP,M,17,U,LE3,False,universite,primaire,services,other,home,mother,2,1,0,False,False,True,True,True,True,True,True,4,5,4,2,4,5,30,8,8,8,Maths
GP,M,17,U,LE3,False,lycee,college,teacher,services,home,mother,1,1,1,False,False,False,False,True,True,True,False,4,4,4,3,4,3,19,11,9,10,Maths
GP,F,18,R,LE3,True,primaire,primaire,at_home,other,reputation,mother,2,4,0,False,True,True,True,True,True,False,False,5,2,2,1,1,3,1,12,12,12,Maths
GP,F,18,U,GT3,True,primaire,primaire,other,other,home,mother,2,2,0,True,False,False,True,True,True,True,False,5,4,4,1,1,4,4,8,9,10,Maths
GP,F,17,U,GT3,True,college,college,other,other,course,mother,1,2,0,False,True,False,False,False,True,True,False,5,4,5,1,2,5,4,10,9,11,Maths
GP,M,17,U,GT3,True,primaire,primaire,other,other,reputation,father,1,2,0,False,False,True,False,False,True,True,False,4,3,3,1,2,4,2,12,10,11,Maths
GP,F,18,U,GT3,True,college,college,at_home,at_home,other,mother,1,3,0,False,True,True,False,True,True,True,False,4,3,3,1,2,2,5,18,18,19,Maths
GP,F,17,U,GT3,True,primaire,primaire,services,teacher,reputation,mother,1,3,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,6,13,12,12,Maths
GP,M,18,U,GT3,True,college,primaire,services,services,reputation,mother,1,3,0,False,False,True,True,True,True,True,False,4,2,4,1,3,2,6,15,14,14,Maths
GP,M,18,U,LE3,False,universite,universite,teacher,teacher,reputation,mother,1,2,0,False,True,True,True,True,True,True,False,5,4,3,1,1,2,9,15,13,15,Maths
GP,M,18,U,GT3,True,universite,college,teacher,other,home,mother,1,2,0,False,True,True,True,True,True,True,True,4,3,2,1,4,5,11,12,11,11,Maths
GP,F,17,U,GT3,True,universite,lycee,health,services,reputation,mother,1,3,0,False,True,True,False,True,True,True,False,4,2,2,1,2,3,0,15,15,15,Maths
GP,F,18,U,LE3,True,college,primaire,services,at_home,reputation,mother,1,2,1,False,False,False,False,True,True,True,True,5,4,3,1,1,5,12,12,12,13,Maths
GP,F,17,R,LE3,True,lycee,primaire,services,other,reputation,mother,2,4,0,False,True,True,False,True,True,False,False,3,1,2,1,1,3,6,18,18,18,Maths
GP,M,18,R,LE3,True,lycee,college,services,other,reputation,mother,2,3,0,False,True,True,True,True,True,True,False,5,4,2,1,1,4,8,14,13,14,Maths
GP,M,17,U,GT3,True,lycee,lycee,health,other,home,mother,1,1,0,False,True,True,False,True,True,True,False,4,4,3,1,3,5,4,14,12,11,Maths
GP,F,19,U,GT3,True,universite,universite,health,other,reputation,other,2,2,0,False,True,True,True,True,True,True,False,2,3,4,2,3,2,0,10,9,0,Maths
GP,F,18,U,LE3,True,universite,lycee,other,other,home,other,2,2,0,False,True,True,False,True,True,True,True,4,4,5,1,2,2,10,10,8,8,Maths
GP,F,18,U,GT3,True,universite,lycee,other,other,reputation,father,1,4,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,14,13,14,Maths
GP,M,18,U,LE3,True,universite,universite,teacher,teacher,home,mother,1,1,0,False,True,True,False,True,True,True,True,1,4,2,2,2,1,5,16,15,16,Maths
GP,F,18,U,LE3,False,universite,universite,health,other,home,mother,1,2,0,False,True,False,False,True,True,True,True,4,2,4,1,1,4,14,12,10,11,Maths
GP,M,17,U,LE3,True,universite,universite,other,teacher,home,father,2,1,0,False,False,True,False,True,True,True,False,4,1,1,2,2,5,0,11,11,10,Maths
GP,F,17,U,GT3,True,universite,college,other,other,reputation,mother,2,3,0,False,True,True,False,True,True,True,False,4,3,3,1,1,3,0,15,12,14,Maths
GP,F,17,U,GT3,True,lycee,college,health,health,reputation,father,1,4,0,False,True,True,True,False,True,True,False,5,2,2,1,2,5,0,17,17,18,Maths
GP,M,19,U,GT3,True,lycee,lycee,other,other,home,other,1,2,1,False,True,False,True,True,True,True,True,4,4,4,1,1,3,20,15,14,13,Maths
GP,F,18,U,GT3,True,college,universite,services,at_home,reputation,other,1,2,1,False,True,True,True,True,True,True,False,4,4,3,1,1,3,8,14,12,12,Maths
GP,M,20,U,GT3,False,lycee,college,services,other,course,other,1,1,0,False,False,False,True,True,True,False,False,5,5,3,1,1,5,0,17,18,18,Maths
GP,M,19,U,GT3,True,universite,universite,teacher,services,reputation,other,2,1,1,False,True,True,False,True,True,True,True,4,3,4,1,1,4,38,8,9,8,Maths
GP,M,19,R,GT3,True,lycee,lycee,other,services,reputation,father,1,2,1,False,False,False,True,True,True,False,True,4,5,3,1,2,5,0,15,12,12,Maths
GP,F,19,U,LE3,True,primaire,primaire,at_home,other,reputation,other,1,2,1,True,True,False,True,False,True,True,False,4,4,3,1,3,3,18,12,10,10,Maths
GP,F,19,U,LE3,True,primaire,college,services,services,home,other,1,2,1,False,False,False,True,False,True,False,True,4,2,4,2,2,3,0,9,9,0,Maths
GP,F,19,U,GT3,True,college,primaire,at_home,other,other,other,3,2,0,False,True,False,False,True,False,True,True,3,4,1,1,1,2,20,14,12,13,Maths
GP,M,19,U,GT3,True,primaire,college,other,services,course,other,1,2,1,False,False,False,False,False,True,True,False,4,5,2,2,2,4,3,13,11,11,Maths
GP,F,19,U,LE3,True,lycee,college,services,other,reputation,other,2,2,1,False,True,True,False,False,True,True,True,4,2,2,1,2,1,22,13,10,11,Maths
GP,F,19,U,GT3,True,primaire,primaire,at_home,health,home,other,1,3,2,False,False,False,False,False,True,True,True,4,1,2,1,1,3,14,15,13,13,Maths
GP,F,19,R,GT3,True,college,lycee,other,other,reputation,other,1,3,1,False,False,False,False,True,True,True,True,4,1,2,1,1,3,40,13,11,11,Maths
GP,F,18,U,GT3,True,college,primaire,services,other,course,mother,2,2,0,False,True,True,True,True,True,True,False,5,3,3,1,2,1,0,8,8,0,Maths
GP,F,18,U,GT3,True,universite,lycee,other,other,course,mother,1,3,0,False,True,True,True,True,True,True,True,4,3,4,1,1,5,9,9,10,9,Maths
GP,F,17,R,GT3,True,lycee,universite,at_home,services,course,father,1,3,0,False,True,True,True,False,True,True,False,4,3,4,2,5,5,0,11,11,10,Maths
GP,F,18,U,GT3,True,universite,universite,teacher,other,course,mother,1,2,0,False,True,True,False,True,True,True,False,4,4,4,3,3,5,2,11,11,11,Maths
GP,F,17,U,GT3,False,universite,lycee,services,services,course,mother,1,2,0,False,True,True,False,True,True,True,True,5,2,2,1,2,5,23,13,13,13,Maths
GP,F,17,U,GT3,True,college,college,other,other,course,mother,1,2,0,False,True,False,False,True,True,False,True,4,2,2,1,1,3,12,11,9,9,Maths
GP,F,17,R,LE3,True,college,college,services,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,3,3,2,2,2,3,3,11,11,11,Maths
GP,F,17,U,GT3,True,lycee,primaire,services,services,course,father,1,3,0,False,True,False,False,False,True,True,False,3,4,3,2,3,5,1,12,14,15,Maths
GP,F,17,U,LE3,True,aucun,college,at_home,at_home,home,father,2,3,0,False,False,False,False,True,True,True,False,3,3,3,2,3,2,0,16,15,15,Maths
GP,M,18,U,GT3,True,universite,universite,other,other,course,mother,1,3,0,False,False,False,True,True,True,True,False,4,3,3,2,2,3,3,9,12,11,Maths
GP,M,17,U,GT3,True,lycee,lycee,other,services,reputation,mother,1,1,0,False,False,False,True,False,True,True,False,4,3,5,3,5,5,3,14,15,16,Maths
GP,M,17,R,GT3,True,college,college,services,other,course,mother,4,1,0,False,True,False,False,True,True,True,False,4,4,5,5,5,4,8,11,10,10,Maths
GP,F,17,U,GT3,True,universite,universite,teacher,services,course,mother,1,3,0,False,True,True,True,True,True,True,False,5,4,4,1,3,4,7,10,9,9,Maths
GP,F,17,U,GT3,True,universite,universite,teacher,teacher,course,mother,2,3,0,False,True,True,False,False,True,True,True,4,3,3,1,2,4,4,14,14,14,Maths
GP,M,18,U,LE3,True,college,college,other,other,course,mother,1,4,0,False,True,False,True,True,True,True,False,4,5,5,2,4,5,2,9,8,8,Maths
GP,F,17,R,GT3,True,college,universite,at_home,other,course,father,1,3,0,False,True,False,False,True,True,True,True,4,4,3,1,1,5,7,12,14,14,Maths
GP,F,18,U,GT3,True,lycee,lycee,services,services,home,mother,1,2,0,False,False,False,True,True,True,True,False,5,3,4,1,1,4,0,7,0,0,Maths
GP,F,18,U,LE3,True,college,college,other,other,home,other,1,2,0,False,False,False,True,False,True,True,True,4,3,3,1,1,2,0,8,8,0,Maths
GP,F,18,R,GT3,True,college,college,at_home,other,course,mother,2,4,0,False,False,False,True,True,True,False,False,4,4,4,1,1,4,0,10,9,0,Maths
GP,F,17,U,GT3,True,lycee,universite,services,other,course,mother,1,3,0,False,False,False,False,True,True,True,False,4,4,5,1,3,5,16,16,15,15,Maths
GP,F,19,R,GT3,False,lycee,primaire,services,at_home,home,other,1,3,1,False,False,True,False,True,True,False,False,5,4,3,1,2,5,12,14,13,13,Maths
GP,F,17,U,GT3,True,lycee,college,other,other,home,mother,1,2,0,False,True,True,False,True,True,True,True,4,3,2,2,3,2,0,7,8,0,Maths
GP,F,18,U,LE3,True,lycee,lycee,services,services,home,mother,1,4,0,False,True,False,False,True,True,True,False,5,3,3,1,1,1,7,16,15,17,Maths
GP,F,17,R,GT3,False,lycee,college,other,other,home,mother,1,2,0,False,True,True,False,True,True,True,False,4,3,3,2,3,2,4,9,10,10,Maths
GP,F,19,U,GT3,True,college,primaire,services,services,home,other,1,3,1,False,False,True,True,True,True,True,True,4,3,4,1,3,3,4,11,12,11,Maths
GP,M,18,U,GT3,True,universite,universite,teacher,services,home,father,1,2,1,False,True,False,True,True,True,True,False,4,3,3,2,2,2,0,10,10,0,Maths
GP,M,18,U,LE3,True,lycee,universite,services,other,home,mother,1,2,0,False,False,False,True,True,True,True,True,4,3,3,1,3,5,11,16,15,15,Maths
GP,F,17,U,GT3,False,college,college,at_home,at_home,home,father,1,2,1,False,True,False,False,True,True,True,True,3,3,1,1,2,4,0,9,8,0,Maths
GP,F,18,U,GT3,True,college,lycee,at_home,other,course,mother,1,3,0,False,True,False,False,True,True,True,False,4,3,3,1,2,3,4,11,10,10,Maths
GP,F,18,U,GT3,True,lycee,college,other,services,other,mother,1,3,0,False,False,False,False,True,True,True,True,5,4,3,2,3,1,7,13,13,14,Maths
GP,M,18,R,GT3,True,universite,lycee,teacher,services,course,mother,1,3,0,False,False,False,False,True,True,True,True,5,3,2,1,2,4,9,16,15,16,Maths
GP,M,18,U,GT3,True,universite,lycee,teacher,other,course,mother,1,3,0,False,True,True,False,True,True,True,True,5,4,5,2,3,5,0,10,10,9,Maths
GP,F,17,U,GT3,True,universite,lycee,health,other,reputation,mother,1,3,0,False,True,True,True,True,True,True,True,4,4,3,1,3,4,0,13,15,15,Maths
MS,M,18,R,GT3,True,lycee,college,other,other,course,mother,2,1,1,False,True,False,False,False,True,True,False,2,5,5,5,5,5,10,11,13,13,Maths
MS,M,19,R,GT3,True,primaire,primaire,other,services,home,other,3,2,3,False,False,False,False,True,True,True,False,5,4,4,3,3,2,8,8,7,8,Maths
MS,M,17,U,GT3,True,lycee,lycee,health,other,course,mother,2,2,0,False,True,True,False,True,True,True,False,4,5,4,2,3,3,2,13,13,13,Maths
MS,M,18,U,LE3,True,primaire,lycee,at_home,services,course,mother,1,1,1,False,False,False,False,True,False,True,True,4,3,3,2,3,3,7,8,7,8,Maths
MS,M,19,R,GT3,True,primaire,primaire,other,other,home,other,3,1,1,False,True,False,False,True,True,True,False,4,4,4,3,3,5,4,8,8,8,Maths
